name,GW,total_points,minutes,goals_scored,assists,bonus,bps,clean_sheets,creativity,influence,threat,ict_index,form,value,was_home,yellow_cards,red_cards,upcoming_total_points,position_FWD,position_GK,position_MID,team_x_Aston Villa,team_x_Bournemouth,team_x_Brentford,team_x_Brighton,team_x_Burnley,team_x_Chelsea,team_x_Crystal Palace,team_x_Everton,team_x_Fulham,team_x_Leeds,team_x_Leicester,team_x_Liverpool,team_x_Man City,team_x_Man Utd,team_x_Newcastle,team_x_Norwich,team_x_Nott'm Forest,team_x_Sheffield Utd,team_x_Southampton,team_x_Spurs,team_x_Watford,team_x_West Brom,team_x_West Ham,team_x_Wolves
Aaron Cresswell,32,6,90,0,0,0,27,1,5.8,13.0,1.0,2.0,0.225,50,1,0,0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Aaron Cresswell,33,2,90,0,0,0,15,0,18.8,15.0,18.0,5.2,0.325,55,1,0,0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Aaron Cresswell,34,4,90,0,1,0,19,0,22.5,41.0,37.0,10.1,0.3,50,1,1,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Aaron Cresswell,35,0,90,0,0,0,12,0,0.2,14.4,0.0,1.5,0.3,49,0,0,0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Aaron Cresswell,36,6,90,0,0,0,20,1,5.3,13.8,4.0,2.3,0.2,51,1,0,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Aaron Cresswell,37,0,90,0,0,0,13,0,1.5,6.6,0.0,0.8,0.2,51,1,0,0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Aaron Hickey,1,1,83,0,0,0,8,0,2.2,1.8,0.0,0.4,0.1,50,0,0,0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,2,6,79,0,0,0,19,1,2.2,8.8,21.0,3.2,0.35,50,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,3,0,59,0,0,0,3,0,0.3,2.0,0.0,0.2,0.2333333333333333,50,0,0,0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,4,1,90,0,0,0,10,0,13.9,12.6,18.0,4.5,0.2,50,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,5,1,78,0,0,0,17,0,1.4,22.8,0.0,2.4,0.2,50,0,1,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,6,0,90,0,0,0,7,0,4.4,17.2,0.0,2.2,0.05,50,1,1,0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,8,1,90,0,0,0,14,0,2.5,17.6,0.0,2.0,0.075,50,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,9,0,29,0,0,0,-2,0,1.5,1.8,0.0,0.3,0.05,50,0,1,0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,10,3,82,0,1,0,14,0,1.6,14.2,6.0,2.2,0.1,50,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1,50,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.075,50,1,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Aaron Hickey,13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.075,50,0,0,0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
